 	ActiveWear								
PU_ADVREP01_F_DEH_Inform_ReinforcementsCall_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_002_ListenUpJust									
PU_ADVREP01_F_DEH_Inform_ReinforcementsCall_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_003_ReadyUpNavys									
PU_ADVREP01_F_DEH_Inform_ReinforcementsCall_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_004_NavyJustLet									
PU_ADVREP01_F_DEH_Inform_ReinforcementsCall_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_005_JavelinsHeadingIn									
PU_ADVREP01_F_DEH_Inform_SwitchToHostile_CriminalStat_Resupply_aEnemy_tPlayer_FromEnemy_IG_001_YouveBeenFlagged									
PU_ADVREP01_F_DEH_Inform_SwitchToHostile_CriminalStat_Resupply_aEnemy_tPlayer_FromEnemy_IG_002_LookWellTake									
PU_ADVREP01_F_DEH_Inform_SwitchToHostile_CriminalStat_Resupply_aEnemy_tPlayer_FromEnemy_IG_003_SaysHereYouve									
PU_ADVREP01_F_DEH_Inform_SwitchToHostile_CriminalStat_Showdown_aEnemy_tPlayer_FromEnemy_IG_001_HowTheHell									
PU_ADVREP01_F_DEH_Inform_SwitchToHostile_CriminalStat_Showdown_aEnemy_tPlayer_FromEnemy_IG_002_HeyYouCant									
PU_ADVREP01_F_DEH_Inform_SwitchToHostile_CriminalStat_Showdown_aEnemy_tPlayer_FromEnemy_IG_003_JustBecauseYoure									
PU_ADVREP01_F_DEH_Leave_MissionArea_Resupply_aAlly_tPlayer_FromAlly_IG_001_WeStillNeed									
PU_ADVREP01_F_DEH_Leave_MissionArea_Resupply_aAlly_tPlayer_FromAlly_IG_002_WhereYouGoing									
PU_ADVREP01_F_DEH_Leave_MissionArea_Resupply_aAlly_tPlayer_FromAlly_IG_003_EverythingOkYoure									
PU_ADVREP01_F_DEH_Leave_MissionArea_Showdown_aAlly_tPlayer_FromAlly_IG_001_TheFightsStill									
PU_ADVREP01_F_DEH_Leave_MissionArea_Showdown_aAlly_tPlayer_FromAlly_IG_002_FightAintDone									
PU_ADVREP01_F_DEH_Leave_MissionArea_Showdown_aAlly_tPlayer_FromAlly_IG_003_WhatTheHell									
PU_ADVREP01_F_DEH_Leave_MissionArea_Showdown_aAlly_tPlayer_FromAlly_IG_004_ThisIsntOver									
PU_ADVREP01_F_DEH_Leave_MissionArea_Showdown_aAlly_tPlayer_FromAlly_IG_005_YoureHeadedThe									
PU_ADVREP01_F_DEH_Order_DefendTarget_QTSpooling_Resupply_aAlly_tPlayer_FromAlly_IG_001_JavelinsPreppingTo									
PU_ADVREP01_F_DEH_Order_DefendTarget_QTSpooling_Resupply_aAlly_tPlayer_FromAlly_IG_002_CoverTheJavelin									
PU_ADVREP01_F_DEH_Order_DefendTarget_QTSpooling_Resupply_aAlly_tPlayer_FromAlly_IG_003_JavelinsSpinningUp									
PU_ADVREP01_F_DEH_Order_DefendTarget_QTSpooling_Resupply_aAlly_tPlayer_FromAlly_IG_004_KeepXenothreatOff									
PU_ADVREP01_F_DEH_Order_DefendTarget_QTSpooling_Resupply_aAlly_tPlayer_FromAlly_IG_005_QuantumDrivesAre									
PU_ADVREP01_F_DEH_Pickup_DestructibleSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_001_NotSureHow									
PU_ADVREP01_F_DEH_Pickup_DestructibleSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_002_JustAHeads									
PU_ADVREP01_F_DEH_Pickup_DestructibleSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_003_YoullNeedTo									
PU_ADVREP01_F_DEH_Pickup_QuantumSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_001_WordOfWarning									
PU_ADVREP01_F_DEH_Pickup_QuantumSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_002_JustAReminder									
PU_ADVREP01_F_DEH_Pickup_QuantumSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_003_BeCarefulWith									
PU_ADVREP01_F_DEH_Pickup_TimedSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_001_QuickRundownOn									
PU_ADVREP01_F_DEH_Pickup_TimedSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_002_NotSureIf									
PU_ADVREP01_F_DEH_Pickup_TimedSupplies_aAlly_tPlayer_FromAlly_inRelaxed_FirstOccur_IG_003_JustAHeads									
PU_ADVREP01_F_DEH_Quit_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_001_IDontKnow									
PU_ADVREP01_F_DEH_Quit_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_002_YouAbandoningThe									
PU_ADVREP01_F_DEH_Quit_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_003_LookIKnow									
PU_ADVREP01_F_DEH_Quit_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_001_LookInThe									
PU_ADVREP01_F_DEH_Quit_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_002_INeedAll									
PU_ADVREP01_F_DEH_Quit_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_003_IKnowXenothreats									
PU_ADVREP01_F_DEH_Received_DestructibleSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_001_JustGotWord									
PU_ADVREP01_F_DEH_Received_DestructibleSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_002_ReceivedConfirmationThat									
PU_ADVREP01_F_DEH_Received_DestructibleSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_003_ItSeemsOur									
PU_ADVREP01_F_DEH_Received_OverallSupplies_BarelySupplies_aAlly_tPlayer_FromAlly_IG_001_WereOnOur									
PU_ADVREP01_F_DEH_Received_OverallSupplies_BarelySupplies_aAlly_tPlayer_FromAlly_IG_002_SuppliesAreStarting									
PU_ADVREP01_F_DEH_Received_OverallSupplies_BarelySupplies_aAlly_tPlayer_FromAlly_IG_003_LetsKeepThose									
PU_ADVREP01_F_DEH_Received_OverallSupplies_BarelySupplies_aAlly_tPlayer_FromAlly_IG_004_WereGoingTo									
PU_ADVREP01_F_DEH_Received_OverallSupplies_BarelySupplies_aAlly_tPlayer_FromAlly_IG_005_NavysHappyWith									
PU_ADVREP01_F_DEH_Received_OverallSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_001_JavelinsBeenSuccessfully									
PU_ADVREP01_F_DEH_Received_OverallSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_002_NavysFullySupplied									
PU_ADVREP01_F_DEH_Received_OverallSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_003_JustGotA									
PU_ADVREP01_F_DEH_Received_OverallSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_004_NavyReachedOut									
PU_ADVREP01_F_DEH_Received_OverallSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_005_NiceJobAll									
PU_ADVREP01_F_DEH_Received_OverallSupplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_001_WereOverThe									
PU_ADVREP01_F_DEH_Received_OverallSupplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_002_LookLikeWere									
PU_ADVREP01_F_DEH_Received_OverallSupplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_003_QuartermasterOnThe									
PU_ADVREP01_F_DEH_Received_OverallSupplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_001_JustWantedTo									
PU_ADVREP01_F_DEH_Received_OverallSupplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_002_StillGotA									
PU_ADVREP01_F_DEH_Received_OverallSupplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_003_NavyJustSent									
PU_ADVREP01_F_DEH_Received_OverallSupplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_004_WeveFulfilled25									
PU_ADVREP01_F_DEH_Received_OverallSupplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_005_JustSpokeWith									
PU_ADVREP01_F_DEH_Received_OverallSupplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_001_ResupplyEffortsJust									
PU_ADVREP01_F_DEH_Received_OverallSupplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_002_NavyJustDropped									
PU_ADVREP01_F_DEH_Received_OverallSupplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_003_StatusUpdateNavys									
PU_ADVREP01_F_DEH_Received_OverallSupplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_004_SeemsThatWe									
PU_ADVREP01_F_DEH_Received_OverallSupplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_005_GoodNewsSupply									
PU_ADVREP01_F_DEH_Received_OverallSupplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_001_QuickUpdateWeve									
PU_ADVREP01_F_DEH_Received_OverallSupplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_002_WeGotA									
PU_ADVREP01_F_DEH_Received_OverallSupplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_003_NavyCommdThat									
PU_ADVREP01_F_DEH_Received_OverallSupplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_001_GotOurFirst									
PU_ADVREP01_F_DEH_Received_OverallSupplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_002_NavyJustSaid									
PU_ADVREP01_F_DEH_Received_OverallSupplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_003_FirstDropsBeen									
PU_ADVREP01_F_DEH_Received_OverallSupplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_004_QuickUpdateTo									
PU_ADVREP01_F_DEH_Received_OverallSupplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_005_ConfirmationFirstSupply									
PU_ADVREP01_F_DEH_Received_QuantumSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_001_HeresAStatus									
PU_ADVREP01_F_DEH_Received_QuantumSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_002_WantedToInform									
PU_ADVREP01_F_DEH_Received_QuantumSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_003_NavyJustCommd									
PU_ADVREP01_F_DEH_Received_Supplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_001_NavySaidThey									
PU_ADVREP01_F_DEH_Received_Supplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_002_WereAllStocked									
PU_ADVREP01_F_DEH_Received_Supplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_003_GoodWorkBut									
PU_ADVREP01_F_DEH_Received_Supplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_004_WhatElseCan									
PU_ADVREP01_F_DEH_Received_Supplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_005_JavelinsAtCapacity									
PU_ADVREP01_F_DEH_Received_Supplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_001_NavysOverHalfway									
PU_ADVREP01_F_DEH_Received_Supplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_002_WerePastThe									
PU_ADVREP01_F_DEH_Received_Supplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_003_ImHearingThe									
PU_ADVREP01_F_DEH_Received_Supplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_004_KeepTheCrates									
PU_ADVREP01_F_DEH_Received_Supplies_GoodSupplies_aAlly_tPlayer_FromAlly_IG_005_WeveGotOver									
PU_ADVREP01_F_DEH_Received_Supplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_001_GotWordOn									
PU_ADVREP01_F_DEH_Received_Supplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_002_KeepThoseSupplies									
PU_ADVREP01_F_DEH_Received_Supplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_003_NiceWorkBut									
PU_ADVREP01_F_DEH_Received_Supplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_004_WereJustGetting									
PU_ADVREP01_F_DEH_Received_Supplies_LowSupplies_aAlly_tPlayer_FromAlly_IG_005_NavyNeedsYou									
PU_ADVREP01_F_DEH_Received_Supplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_001_NavyJustTold									
PU_ADVREP01_F_DEH_Received_Supplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_002_JavelinsFillingUp									
PU_ADVREP01_F_DEH_Received_Supplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_003_StillPlentyOf									
PU_ADVREP01_F_DEH_Received_Supplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_004_JustGotA									
PU_ADVREP01_F_DEH_Received_Supplies_MedSupplies_aAlly_tPlayer_FromAlly_IG_005_KeepItUp									
PU_ADVREP01_F_DEH_Received_Supplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_001_JavelinsAlmostFully									
PU_ADVREP01_F_DEH_Received_Supplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_002_WereGettingClose									
PU_ADVREP01_F_DEH_Received_Supplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_003_KeepUpThe									
PU_ADVREP01_F_DEH_Received_Supplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_004_NavySaidThey									
PU_ADVREP01_F_DEH_Received_Supplies_NearlySupplies_aAlly_tPlayer_FromAlly_IG_005_NavysReportingThat									
PU_ADVREP01_F_DEH_Received_Supplies_SignificantAmount_aAlly_tPlayer_FromAlly_IG_001_TheQuartermasterOn									
PU_ADVREP01_F_DEH_Received_Supplies_SignificantAmount_aAlly_tPlayer_FromAlly_IG_002_SureGladYou									
PU_ADVREP01_F_DEH_Received_Supplies_SignificantAmount_aAlly_tPlayer_FromAlly_IG_003_FolksAreTalking									
PU_ADVREP01_F_DEH_Received_Supplies_SignificantAmount_aAlly_tPlayer_FromAlly_IG_004_ThatWasQuite									
PU_ADVREP01_F_DEH_Received_Supplies_SignificantAmount_aAlly_tPlayer_FromAlly_IG_005_TheJerichoQuartermaster									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_001_LetsKeepThem									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_002_NiceFirstDelivery									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_FirstOccur_IG_003_GladToHave									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_IG_001_ThoseSuppliesLook									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_IG_002_KeepBringingIn									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_IG_003_ThanlsCouldntDo									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_IG_004_QuartermasterKeepsSaying									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_IG_005_NeedYouTo									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_IG_006_GonnaNeedSome									
PU_ADVREP01_F_DEH_Received_Supplies_aAlly_tPlayer_FromAlly_IG_007_StillGotA									
PU_ADVREP01_F_DEH_Received_Supplies_aPlayer_tAlly_FromAlly_IG_001_ShipmentReceived									
PU_ADVREP01_F_DEH_Received_Supplies_aPlayer_tAlly_FromAlly_IG_002_ShipmentSecured									
PU_ADVREP01_F_DEH_Received_Supplies_aPlayer_tAlly_FromAlly_IG_003_DeliveryCounted									
PU_ADVREP01_F_DEH_Received_Supplies_aPlayer_tAlly_FromAlly_IG_004_ReceivedShipment									
PU_ADVREP01_F_DEH_Received_Supplies_aPlayer_tAlly_FromAlly_IG_005_GotTheShipment									
PU_ADVREP01_F_DEH_Received_Supplies_aPlayer_tAlly_FromAlly_IG_006_ShipmentsBeenLogged									
PU_ADVREP01_F_DEH_Received_Supplies_aPlayer_tAlly_FromAlly_IG_007_GotTheSupplies									
PU_ADVREP01_F_DEH_Received_TimedSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_001_WeveGotThe									
PU_ADVREP01_F_DEH_Received_TimedSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_002_JustConfirmedThat									
PU_ADVREP01_F_DEH_Received_TimedSupplies_FullSupplies_aAlly_tPlayer_FromAlly_IG_003_AccordingToThe									
PU_ADVREP01_F_DEH_Remind_DestructibleSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_001_TheNavyNeeds									
PU_ADVREP01_F_DEH_Remind_DestructibleSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_002_PrioritizeAcryliplexIn									
PU_ADVREP01_F_DEH_Remind_DestructibleSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_003_QuartermasterJustGave									
PU_ADVREP01_F_DEH_Remind_DestructibleSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_004_IfYouCan									
PU_ADVREP01_F_DEH_Remind_DestructibleSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_005_NeedMoreAcryliplex									
PU_ADVREP01_F_DEH_Remind_MissionArea_Resupply_aAlly_tPlayer_FromAlly_IG_001_WhatsYouTwenty									
PU_ADVREP01_F_DEH_Remind_MissionArea_Resupply_aAlly_tPlayer_FromAlly_IG_002_NotSureWhat									
PU_ADVREP01_F_DEH_Remind_MissionArea_Resupply_aAlly_tPlayer_FromAlly_IG_003_ClocksTickingWe									
PU_ADVREP01_F_DEH_Remind_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_001_INeedCombat									
PU_ADVREP01_F_DEH_Remind_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_002_AnyAvailableCombat									
PU_ADVREP01_F_DEH_Remind_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_003_ThisIsA									
PU_ADVREP01_F_DEH_Remind_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_004_IStillNeed									
PU_ADVREP01_F_DEH_Remind_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_005_INeedMore									
PU_ADVREP01_F_DEH_Remind_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_001_WhatsTheStatus									
PU_ADVREP01_F_DEH_Remind_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_002_NavySaysThey									
PU_ADVREP01_F_DEH_Remind_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_003_TheNavysBeen									
PU_ADVREP01_F_DEH_Remind_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_004_JustHeardFrom									
PU_ADVREP01_F_DEH_Remind_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_005_NeedsMoreSupplies									
PU_ADVREP01_F_DEH_Remind_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_001_LetsGetA									
PU_ADVREP01_F_DEH_Remind_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_002_LetsGoLets									
PU_ADVREP01_F_DEH_Remind_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_003_WhereTheHell									
PU_ADVREP01_F_DEH_Remind_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_004_TheNavyIs									
PU_ADVREP01_F_DEH_Remind_Mission_Showdown_aAlly_tPlayer_FromAlly_IG_005_HeyWeNeed									
PU_ADVREP01_F_DEH_Remind_QuantumSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_001_LookOutFor									
PU_ADVREP01_F_DEH_Remind_QuantumSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_002_NavyNeedsMore									
PU_ADVREP01_F_DEH_Remind_QuantumSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_003_JustHeardFrom									
PU_ADVREP01_F_DEH_Remind_QuantumSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_004_ToAllOf									
PU_ADVREP01_F_DEH_Remind_QuantumSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_005_GrabSomeDiluthermex									
PU_ADVREP01_F_DEH_Remind_TimedSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_001_IfYouCan									
PU_ADVREP01_F_DEH_Remind_TimedSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_002_IfYoureOut									
PU_ADVREP01_F_DEH_Remind_TimedSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_003_TheNavyNeeds									
PU_ADVREP01_F_DEH_Remind_TimedSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_004_NavyQuartermasterJust									
PU_ADVREP01_F_DEH_Remind_TimedSupplies_Resupply_aAlly_tPlayer_FromAlly_IG_005_LookOutFor									
PU_ADVREP01_F_DEH_Request_Support_Resupply_aNeutral_tSystem_FromNeutral_IG_001_AttentionStantonSystem									
PU_ADVREP01_F_DEH_Request_Support_Resupply_aNeutral_tSystem_FromNeutral_IG_002_AttentionAllExperienced									
PU_ADVREP01_F_DEH_Request_Support_Resupply_aNeutral_tSystem_FromNeutral_IG_003_AttentionThisIs									
PU_ADVREP01_F_DEH_Request_Support_Resupply_aNeutral_tSystem_FromNeutral_IG_004_AttentionAllCombat									
PU_ADVREP01_F_DEH_Spotted_Railgun_Charging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_001_ThatIdrisIs									
PU_ADVREP01_F_DEH_Spotted_Railgun_Charging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_002_ImGettingAn									
PU_ADVREP01_F_DEH_Spotted_Railgun_Charging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_003_ThatIdrisIs									
PU_ADVREP01_F_DEH_Spotted_Railgun_Charging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_004_LookAliveIdris									
PU_ADVREP01_F_DEH_Spotted_Railgun_Charging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_005_GetReadyXenothreats									
PU_ADVREP01_F_DEH_Spotted_Railgun_Charging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_006_IdrisMainGun									
PU_ADVREP01_F_DEH_Spotted_Railgun_Charging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_007_IdrisIsReadying									
PU_ADVREP01_F_DEH_Spotted_Railgun_Engaging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_001_IdrisJustTagged									
PU_ADVREP01_F_DEH_Spotted_Railgun_Engaging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_002_DammitXenothreatJust									
PU_ADVREP01_F_DEH_Spotted_Railgun_Engaging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_003_JavelinJustTook									
PU_ADVREP01_F_DEH_Spotted_Railgun_Engaging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_004_ThatXenothreatIdris									
PU_ADVREP01_F_DEH_Spotted_Railgun_Engaging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_005_MainGunHit									
PU_ADVREP01_F_DEH_Spotted_Railgun_Engaging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_006_DammitThatWas									
PU_ADVREP01_F_DEH_Spotted_Railgun_Engaging_ProtectFlagship_aEnemy_tAlly_FromAlly_IG_007_JavelinJustTook									
PU_ADVREP01_F_DEH_Spotted_Reinforcements_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_001_BetThatsA									
PU_ADVREP01_F_DEH_Spotted_Reinforcements_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_002_JavelinsOnSite									
PU_ADVREP01_F_DEH_Spotted_Reinforcements_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_003_JavelinsHereTime									
PU_ADVREP01_F_DEH_Spotted_Reinforcements_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_004_JavelinsOnDeck									
PU_ADVREP01_F_DEH_Spotted_Reinforcements_Flagship_Showdown_aAlly_tAlly_FromAlly_IG_005_JavelinsJumpingIn									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyFinishedQT_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_001_XenothreatIdrisIs									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyFinishedQT_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_002_ScopesClearIdris									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyFinishedQT_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_003_IdrisAway									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyFinishedQT_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_004_HostileIdrisHas									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyFinishedQT_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_005_HostileCapitalShip									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyStarting_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_001_XenothreatsFallingBack									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyStarting_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_002_LooksLikeXenothreats									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyStarting_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_003_LookTheyrePulling									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyStarting_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_004_XenothreatAreMaking									
PU_ADVREP01_F_DEH_Spotted_Retreat_EnemyStarting_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_005_TheEnemyIdris									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_001_IJustDetected									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_002_GotAnUnknown									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_003_UnknownContactInbound									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_004_ImTrackingAn									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_IG_005_TheresAnUnknown									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_RepeatOccur_IG_001_JustPickedUp									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_RepeatOccur_IG_002_GotAnotherXenothreat									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_RepeatOccur_IG_003_LooksLikeAnother									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_RepeatOccur_IG_004_PickedUpAnother									
PU_ADVREP01_F_DEH_Spotted_XenoIdris_ProtectFlagship_aAlly_tEnemy_FromAlly_RepeatOccur_IG_005_XenothreatsGotAnother									
PU_ADVREP01_F_DEH_Succeed_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_001_GreatJobProtecting									
PU_ADVREP01_F_DEH_Succeed_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_002_XenothreatForcesAre									
PU_ADVREP01_F_DEH_Succeed_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_003_BetTheXenothreat									
PU_ADVREP01_F_DEH_Succeed_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_004_LooksLikeThe									
PU_ADVREP01_F_DEH_Succeed_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_005_GoodWorkDefending									
PU_ADVREP01_F_DEH_Succeed_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_006_LastHostileEliminated									
PU_ADVREP01_F_DEH_Succeed_Mission_ProtectSupplyShip_aAlly_tPlayer_FromAlly_IG_007_ScopesClearLooks									
PU_ADVREP01_F_DEH_Succeed_Mission_Resupply_aAlly_tPlayer_FromAlly_IG_001_JavelinsHeadingBack									
